团购名称,旅行内容,已购人数,旅游ID,价格/1人,团购网址,注意事项,目的地景点,去的方式,回来的方式,团购公司,团购发布来源,住宿条件,浏览的总个数
丽江 5天4夜 跟团游,云南丽江大理5日4晚私家团☆独立成团☆全程专属用车☆赠洱海旅拍+丽江进大理出+机票,0,287961946,5749,https://touch.dujia.qunar.com/p/item/287961946?date=2024-01-12&amp;tuId=PID287961946G561270965&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,崇圣寺三塔,大理古城,洱海,双廊,南诏风情岛,玉龙雪山,冰川公园,蓝月谷,甘海子,丽江古城",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,4晚高档型住宿,全程游览13个景点
大理 4天3夜 跟团游,云南丽江大理4日3晚私家团☆赠洱海旅拍+vlog美拍视频☆大进丽出☆四钻酒店+机票,0,772719403,4812,https://touch.dujia.qunar.com/p/item/772719403?date=2024-01-01&amp;tuId=PID772719403G2163222762&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,崇圣寺三塔,大理古城,洱海,双廊,南诏风情岛,玉龙雪山,冰川公园,蓝月谷,甘海子,丽江古城",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,3晚高档型住宿,全程游览12个景点
丽江 5天4夜 跟团游,云南丽江+大理5天私家团|独立专车?大理网红海景酒店停云/云之蓝+丽江希尔顿+机票,0,1389844870,5042,https://touch.dujia.qunar.com/p/item/1389844870?date=2023-12-15&amp;tuId=PID1389844870G2468587793&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"丽江,大理,玉龙雪山,冰川公园,蓝月谷,白水河,丽江古城,大理古城,崇圣寺三塔,双廊,洱海,南诏风情岛",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,1晚高档型住宿; 3晚豪华型住宿,全程游览13个景点
丽江 5天4夜 跟团游,云南大理丽江5日4晚私家团☆独立成团☆专属用车☆1晚海景房☆昆明进出☆蜜月游+机票,0,2105562876,4826,https://touch.dujia.qunar.com/p/item/2105562876?date=2023-12-14&amp;tuId=PID2105562876G4025624111&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,大理,丽江,玉龙雪山,印象丽江,冰川公园,蓝月谷,丽江古城,双廊,大理古城,洱海,南诏风情岛,昆明,崇圣寺三塔,苍山感通索道,束河,木府",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,4晚高档型住宿,全程游览14个景点
丽江 5天4夜 自由行,云南丽江大理5日4晚纯玩自由行·独立用车·1晚海景房·赠洱海旅拍+美拍小视频+机票,0,3911882142,4664,https://touch.dujia.qunar.com/p/item/3911882142?date=2023-12-17&amp;tuId=PID3911882142G511584806&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,洱海",空,空,云南安途国际旅行社有限公司,云南安途国旅,花筑·丽江古城心净静居精品客栈; 丽江花马君亭酒店(丽江古城黑龙潭店); 丽江隐水客栈; 丽江悠悦·雪山观景客栈 等全部8个酒店可选,空
大理 4天3夜 自由行,云南丽江+大理4日自由行?丽江2晚花筑四钻客栈+大理1晚海景房?可选独立用车+机票,6,2176375067,3933,https://touch.dujia.qunar.com/p/item/2176375067?date=2024-02-29&amp;tuId=PID2176375067G3214205594&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"丽江,大理",空,空,云南安途国际旅行社有限公司,云南安途国旅,花筑·丽江古城心净静居精品客栈; 美丽之冠海景度假酒店(洱海旗舰店); 隐水花园观景客栈(丽江古城木府店); 丽江悠悦·雪山观景客栈 等全部8个酒店可选,空
大理 6天5夜 自由行,亲子游·云南丽江大理6日自由行·全程专车随行·1单1车·大进丽出·不走回头路+机票,0,1453427690,5661,https://touch.dujia.qunar.com/p/item/1453427690?date=2024-01-04&amp;tuId=PID1453427690G2578327376&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理",空,空,云南安途国际旅行社有限公司,云南安途国旅,花筑奢·大理古城麓椿花园酒店; 丽歌丽呈酒店(丽江古城大水车店); 开臣酒店(丽江古城大水车店); 丽江婕珞芙花园酒店 等全部9个酒店可选,空
丽江 4天3夜 自由行,云南丽江+大理4日3晚自由行?丽江2晚五钻民宿+大理升级1晚海景房?歌舞表演+机票,0,1082887358,5097,https://touch.dujia.qunar.com/p/item/1082887358?date=2024-02-24&amp;tuId=PID1082887358G990964794&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"丽江,大理,云南,玉龙雪山,洱海,冰川公园,蓝月谷,印象丽江,丽江千古情",空,空,云南安途国际旅行社有限公司,云南安途国旅,丽江古城大水车四合院丽歌丽呈酒店; 大理国际大酒店; 开臣酒店(丽江古城大水车店); 大理悦云雅阁度假酒店 等全部7个酒店可选,空
丽江 6天5夜 自由行,云南丽江+大理6日5晚自由行|升级2晚海景房|景点任选|机票任选|蜜月游+机票,3,4100443135,4884,https://touch.dujia.qunar.com/p/item/4100443135?date=2024-02-27&amp;tuId=PID4100443135G4137083507&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"丽江,大理",空,空,云南安途国际旅行社有限公司,云南安途国旅,丽江悠悦·雪山观景客栈; 美丽之冠海景度假酒店(洱海旗舰店); 大理玥辉海景酒店; 大理南府隐庐海景客栈 等全部8个酒店可选,空
丽江 5天4夜 跟团游,云南大理+丽江5天4晚小团?独立用车?1单1团?希尔顿/网红海景房+五钻客栈+机票,0,2297453204,5201,https://touch.dujia.qunar.com/p/item/2297453204?date=2023-12-15&amp;tuId=PID2297453204G2210515729&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,玉龙雪山,玉龙雪山雪厨,印象丽江,冰川公园,蓝月谷,甘海子,丽江古城,拉市海湿地公园,束河,大理古城,洱海,洱海游船,崇圣寺三塔,南诏风情岛",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,1晚高档型住宿; 3晚豪华型住宿,全程游览14个景点
丽江 6天5夜 自由行,云南丽江大理沙溪古镇6日5晚自由行☆独立用车☆升级1晚希尔顿☆可选洱海旅拍+机票,2,1662763249,6360,https://touch.dujia.qunar.com/p/item/1662763249?date=2023-12-17&amp;tuId=PID1662763249G425646325&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,洱海,沙溪古镇,玉龙雪山,印象丽江,冰川公园,丽江古城,苍山感通索道,崇圣寺三塔,花语牧场,喜洲,洱海,洱海游船,南诏风情岛,大理古城",空,空,云南安途国际旅行社有限公司,云南安途国旅,丽江古城开臣酒店(大水车店); 丽歌丽呈酒店(丽江古城大水车店); 丽江婕珞芙花园酒店(束河古镇店); 丽江古城希尔顿欢朋酒店 等全部12个酒店可选,空
大理 5天4夜 自由行,云南丽江+大理5日4晚自由行?丽江2晚金茂凯悦+大理2晚五钻海景房?独立用车+机票,6,201410681,6595,https://touch.dujia.qunar.com/p/item/201410681?date=2024-01-11&amp;tuId=PID201410681G3154271098&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"丽江,大理,云南",空,空,云南安途国际旅行社有限公司,云南安途国旅,丽江金茂凯悦臻选酒店; 大理国际大酒店; 丽江铂尔曼度假酒店; 丽江金林温德姆至尊豪廷全别墅度假酒店 等全部6个酒店可选,空
大理 5天4夜 自由行,云南丽江+大理5日4晚自由行?住丽江2晚花筑品牌四钻酒店+大理2晚海景房+机票,6,2310034269,4335,https://touch.dujia.qunar.com/p/item/2310034269?date=2024-01-09&amp;tuId=PID2310034269G4121418536&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"丽江,云南,大理",空,空,云南安途国际旅行社有限公司,云南安途国旅,美丽之冠海景度假酒店(洱海旗舰店); 花筑·丽江古城心净静居精品客栈; 隐水花园观景客栈(丽江古城木府店); 丽江悠悦·雪山观景客栈 等全部8个酒店可选,空
丽江 5天4夜 自由行,云南丽江大理5日4晚自由行?独立用车?住高端酒店洲际/英迪格/希尔顿/铂尔曼+机票,0,3964044937,6846,https://touch.dujia.qunar.com/p/item/3964044937?date=2023-12-15&amp;tuId=PID3964044937G2853258702&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"丽江,大理,云南,玉龙雪山,印象丽江,蓝月谷,丽江古城,洱海,崇圣寺三塔,南诏风情岛",空,空,云南安途国际旅行社有限公司,云南安途国旅,丽江和府洲际度假酒店; 大理洱海天域英迪格酒店; 丽江古城英迪格酒店; 大理俊发铂尔曼酒店 等全部6个酒店可选,空
丽江 5天4夜 跟团游,云南丽江+大理5日4晚私家团?一单一团?全程独立用车?入住品牌连锁酒店希尔顿+机票,0,1499529096,5281,https://touch.dujia.qunar.com/p/item/1499529096?date=2023-12-18&amp;tuId=PID1499529096G2843570748&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,玉龙雪山,冰川公园,蓝月谷,丽江古城,洱海,双廊,南诏风情岛,崇圣寺三塔,大理古城,丽江千古情,洱海游船,花语牧场",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,4晚高档型住宿,全程游览9个景点
丽江 6天5夜 跟团游,云南丽江大理6日5晚私家团·独立用车·住高端品牌酒店+升级1晚洲际/英迪格+机票,0,3353874621,7847,https://touch.dujia.qunar.com/p/item/3353874621?date=2024-01-08&amp;tuId=PID3353874621G539654132&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,崇圣寺三塔,大理古城,双廊,洱海,南诏风情岛,拉市海湿地公园,丽江古城,玉龙雪山,印象丽江,冰川公园,蓝月谷,丽江千古情,苍山洗马潭索道,天龙八部影视城",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,5晚豪华型住宿,全程游览13个景点
大理 5天4夜 跟团游,云南丽江+大理5天4晚私家团?独立用车?大理进丽江出?升级2晚海景房?千古情+机票,0,48323243,6221,https://touch.dujia.qunar.com/p/item/48323243?date=2023-12-12&amp;tuId=PID48323243G3311598027&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,玉龙雪山,蓝月谷,丽江古城,四方街,崇圣寺三塔,大理古城,洋人街,洱海,南诏风情岛,冰川公园,双廊,苍山感通索道,丽江千古情,花语牧场,崇圣寺三塔",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,4晚高档型住宿,全程游览13个景点
丽江 5天4夜 自由行,云南丽江+大理5日自由行?升级1晚网红停云海景房+丽江3晚特色民宿?景点任选+机票,1,2680924492,5734,https://touch.dujia.qunar.com/p/item/2680924492?date=2023-12-17&amp;tuId=PID2680924492G487485957&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"丽江,云南,大理",空,空,云南安途国际旅行社有限公司,云南安途国旅,丽江古城大水车四合院丽歌丽呈酒店; 开臣酒店(丽江古城大水车店); 丽江婕珞芙花园酒店; 大理国际大酒店 等全部6个酒店可选,空
丽江 6天5夜 跟团游,云南丽江大理6日5晚私家团·独立用车·1单1车·2晚海景房+1晚丽江希尔顿+机票,0,2099164167,6644,https://touch.dujia.qunar.com/p/item/2099164167?date=2024-01-08&amp;tuId=PID2099164167G3792880265&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,大理,玉龙雪山,印象丽江,冰川公园,蓝月谷,丽江,丽江古城,束河,南诏风情岛,双廊,洱海,苍山感通索道,崇圣寺三塔,大理古城,花语牧场,喜洲",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,5晚豪华型住宿,全程游览15个景点
大理 4天3夜 跟团游,爸妈游云南大理+丽江4日私家团?独立成团?一单一团?专车出行?升级1晚海景房+机票,2,1154716895,5467,https://touch.dujia.qunar.com/p/item/1154716895?date=2023-12-12&amp;tuId=PID1154716895G2339406102&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,大理古城,崇圣寺三塔,双廊,洱海,南诏风情岛,玉龙雪山,印象丽江,蓝月谷,冰川公园,丽江古城,拉市海湿地公园,束河",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,3晚豪华型住宿,全程游览12个景点
大理 4天3夜 跟团游,云南丽江+大理4日3晚精品小团?全程专属用车?住洲际/英迪格/希尔顿/海景房+机票,0,3641501074,6499,https://touch.dujia.qunar.com/p/item/3641501074?date=2023-12-12&amp;tuId=PID3641501074G2404168784&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,苍山感通索道,崇圣寺三塔,大理古城,双廊,洱海,南诏风情岛,拉市海湿地公园,丽江古城,玉龙雪山,印象丽江,冰川公园,蓝月谷",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,3晚豪华型住宿,全程游览11个景点
丽江 6天5夜 自由行,云南丽江+大理6日5晚自由行丨独立用车丨丽江升级1晚纳西五钻酒店丨大理海景房+机票,0,424557991,6300,https://touch.dujia.qunar.com/p/item/424557991?date=2024-01-11&amp;tuId=PID424557991G1266456124&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"丽江,云南,玉龙雪山,印象丽江,冰川公园,蓝月谷,丽江古城,雪山峡谷演艺公园,大理,大理古城,洱海,双廊,南诏风情岛,崇圣寺三塔,洋人街,苍山感通索道,束河,丽江千古情",空,空,云南安途国际旅行社有限公司,云南安途国旅,开臣酒店(丽江古城大水车店); 丽歌丽呈酒店(丽江古城大水车店); 丽江婕珞芙花园酒店; 美丽之冠海景度假酒店(洱海旗舰店) 等全部11个酒店可选,空
大理 6天5夜 跟团游,高端爆?款|吉普洱海+网红玻璃球+拉市海骑马+雪山大索|昆明大理丽江6日游+机票,0,365903284,2617,https://touch.dujia.qunar.com/p/item/365903284?date=2023-12-14&amp;tuId=PID365903284G3461959547&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"大理,大理古城,洱海,洱海游船,丽江,丽江古城,丽江千古情,昆明,石林,楚雄,拉市海湿地公园,印象丽江,云南,玉龙雪山,拉市海安中马场,蓝月谷,冰川公园",汽车去,汽车去,北京云翔国际旅行社有限公司,云南旅游优选,1晚舒适型住宿; 1晚高档型住宿; 3晚豪华型住宿,全程游览12个景点
昆明 9天8夜 跟团游,爸妈游云南昆明+大理+丽江+香格里拉9日8晚私家团?独立用车?大理升级海景房+机票,0,3436037554,8495,https://touch.dujia.qunar.com/p/item/3436037554?date=2023-12-26&amp;tuId=PID3436037554G818524872&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,昆明,大理,丽江,迪庆,石林,苍山感通索道,崇圣寺三塔,大理古城,洱海,双廊,南诏风情岛,玉龙雪山,印象丽江,冰川公园,蓝月谷,香格里拉虎跳峡,小中甸,独克宗古城,普达措国家森林公园,丽江古城,束河,拉市海湿地公园",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,2晚高档型住宿; 6晚豪华型住宿,全程游览20个景点
丽江 10天9夜 跟团游,云南昆明+大理+丽江+泸沽湖+西双版纳10日9晚私家团?独立成团?一单一车+机票,0,571169866,10476,https://touch.dujia.qunar.com/p/item/571169866?date=2023-12-16&amp;tuId=PID571169866G3163721837&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,昆明,大理,丽江,玉龙雪山,冰川公园,印象丽江,蓝月谷,丽江古城,双廊,南诏风情岛,洱海,苍山感通索道,崇圣寺三塔,西双版纳,石林,野象谷,西双版纳原始森林公园,中科院西双版纳热带植物园,傣族园,泸沽湖,里格半岛,里格篝火晚会,里务必岛,草海走婚桥,情人树",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,1晚高档型住宿; 8晚豪华型住宿,全程游览24个景点
昆明 6天5夜 跟团游,云南昆明+丽江+大理6日5晚私家团☆一单一团☆独立用车☆网红旅拍☆升级海景房+机票,0,4150873738,6021,https://touch.dujia.qunar.com/p/item/4150873738?date=2023-12-14&amp;tuId=PID4150873738G3684159260&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,大理,丽江,玉龙雪山,冰川公园,蓝月谷,丽江古城,双廊,大理古城,洱海,南诏风情岛,昆明,苍山感通索道,木府,丽江千古情,洱海游船,石林,九乡风景名胜区,滇池,云南民族村",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,5晚高档型住宿,全程游览15个景点
丽江 5天4夜 跟团游,云南丽江+大理5天4晚包车半自助游+高端定制+住洲际/英迪格+希尔顿/海景房+机票,28,1540212635,6910,https://touch.dujia.qunar.com/p/item/1540212635?date=2024-03-05&amp;tuId=PID1540212635G2045489435&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,大理,丽江,玉龙雪山,冰川公园,印象丽江,蓝月谷,丽江古城,四方街,拉市海湿地公园,束河,大理古城,洋人街,洱海",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,4晚豪华型住宿,全程游览8个景点
丽江 5天4夜 自由行,丽江+大理5日4晚自由行?五钻高品纯玩?独立用车?大理进丽江出?可选洱海旅拍+机票,0,2062556671,6212,https://touch.dujia.qunar.com/p/item/2062556671?date=2023-12-12&amp;tuId=PID2062556671G19055535&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"丽江,云南,大理,苍山感通索道,崇圣寺三塔,洱海,洱海游船,南诏风情岛,玉龙雪山,印象丽江,冰川公园,丽江千古情,丽江古城,蓝月谷,花语牧场,束河",空,空,云南安途国际旅行社有限公司,云南安途国旅,花筑奢·大理古城麓椿花园酒店; 大理古城五彩云花苑酒店; 大理悦云雅阁度假酒店; 开臣酒店(丽江古城大水车店) 等全部6个酒店可选,空
丽江 5天4夜 自由行,云南丽江+大理5日4晚蜜月自由行?升级1晚悦榕庄+和府洲际/希尔顿/海景房+机票,0,2420883194,7955,https://touch.dujia.qunar.com/p/item/2420883194?date=2023-12-15&amp;tuId=PID2420883194G1933481103&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,玉龙雪山,丽江千古情,洱海,丽江古城,大理古城",空,空,云南安途国际旅行社有限公司,云南安途国旅,丽江和府洲际度假酒店; 丽江古城英迪格酒店; 大理实力希尔顿酒店; 大理丽舍海景度假酒店 等全部8个酒店可选,空
湘西 5天4夜 跟团游,16人小团纯玩5日?景区6大VIP通道?张家界国家森林公园天门山凤凰核心景区独有黄石寨?金鞭溪+168夜游泛舟+苗服+机票,14,89806597,2792,https://touch.dujia.qunar.com/p/item/89806597?date=2024-01-13&amp;tuId=PID89806597G715890671&amp;order_source=tts_tuan,建议至少在前1天的22:30分前预订,"天门山,张家界,鬼谷栈道,通天大道,天门洞,天门山玻璃栈道,天门山索道,张家界国家森林公园,袁家界,天子山,王村芙蓉镇,凤凰古城,湘西",汽车去,汽车去,湖南途湘天下国际旅行社有限公司,湖南途湘天下旅游旗舰店,1晚高档型住宿; 3晚豪华型住宿,全程游览43个景点
大理 3天2夜 跟团游,周末游云南丽江大理3日私家团?独立用车?高端品牌酒店?可选洱海旅拍?大进丽出+机票,0,3529877561,4700,https://touch.dujia.qunar.com/p/item/3529877561?date=2024-01-05&amp;tuId=PID3529877561G3725573069&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,丽江古城,四方街,玉龙雪山,蓝月谷,洱海游船,南诏风情岛,甘海子,冰川公园,印象丽江,崇圣寺三塔,蝴蝶泉,大理古城",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,2晚豪华型住宿,全程游览12个景点
湘西 5天4夜 跟团游,直飞私家团·3大VIP通道·五星连住/揭秘阿凡达/张家界+天门山+湘西5日4晚/一单一团+机票,2,3116130213,3647,https://touch.dujia.qunar.com/p/item/3116130213?date=2023-12-19&amp;tuId=PID3116130213G2315786808&amp;order_source=tts_tuan,请在当天12:30之前预订,"张家界,张家界大峡谷,天门山,天门山寺,天门山索道,沱江,沱江跳岩,沱江泛舟,天门山玻璃栈道,张家界国家森林公园,袁家界风景区,乾坤柱,天子山,天子山索道,贺龙公园,御笔峰",自理去,自理去,湖南途湘天下国际旅行社有限公司,湖南途湘天下旅游旗舰店,4晚豪华型住宿,全程游览39个景点
丽江 7天6夜 跟团游,蜜月云南昆明大理丽江7日6晚私家团·独立成团·专属用车·五星纯玩·赠洱海旅拍+机票,0,3350859801,6762,https://touch.dujia.qunar.com/p/item/3350859801?date=2023-12-19&amp;tuId=PID3350859801G3319861920&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,昆明,大理,丽江,崇圣寺三塔,大理古城,洱海,双廊,南诏风情岛,玉龙雪山,印象丽江,冰川公园,蓝月谷,丽江古城,石林,苍山感通索道,花语牧场,洋人街",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,2晚高档型住宿; 4晚豪华型住宿,全程游览16个景点
丽江 6天5夜 跟团游,云南丽江大理6日5晚私家团?全程独立用车?大理1日自由行?赠洱海旅拍+特色餐+机票,0,2891155020,6418,https://touch.dujia.qunar.com/p/item/2891155020?date=2024-01-01&amp;tuId=PID2891155020G3703316686&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,玉龙雪山,印象丽江,冰川公园,蓝月谷,丽江古城,洱海,双廊,南诏风情岛,大理古城,苍山感通索道,崇圣寺三塔",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,5晚豪华型住宿,全程游览11个景点
丽江 5天4夜 跟团游,云南昆明大理丽江5日4晚私家团·独立成团·1单1车·可选洱海旅拍·赠小火锅+机票,2,1377303078,5239,https://touch.dujia.qunar.com/p/item/1377303078?date=2023-12-14&amp;tuId=PID1377303078G2480419757&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,昆明,大理,丽江,石林,玉龙雪山,冰川公园,蓝月谷,丽江古城,洱海,崇圣寺三塔,苍山感通索道",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,4晚高档型住宿,全程游览10个景点
大理 6天5夜 跟团游,云南昆明大理丽江6日5晚私家团?独立用车?1单1车?赠洱海旅拍?高端品牌酒店+机票,12,1629349890,7850,https://touch.dujia.qunar.com/p/item/1629349890?date=2023-12-31&amp;tuId=PID1629349890G3574264749&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,昆明,石林,玉龙雪山,印象丽江,蓝月谷,束河,大理古城,洱海游船,洱海,南诏风情岛,崇圣寺三塔,丽江古城",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,5晚豪华型住宿,全程游览13个景点
黔南 5天4夜 跟团游,28人小团丨升级2+1头等舱丨贵州黄果树瀑布+荔波小七孔+西江千户苗寨+镇远古城+甲秀楼双古镇精华黄小西纯玩五日游+机票,27,130576890,2491,https://touch.dujia.qunar.com/p/item/130576890?date=2023-12-10&amp;tuId=PID130576890G93637505&amp;order_source=tts_tuan,建议至少在前1天的18:00分前预订,"贵阳,黄果树风景名胜区,黄果树大瀑布,天星桥,陡坡塘瀑布,荔波樟江,荔波县,小七孔风景区,安顺,大七孔景区,西江千户苗寨,黔东南",自理去,自理去,桂林市漓悠悠国际旅行社有限公司,漓悠悠国际旅游,1晚舒适型住宿; 3晚高档型住宿,全程游览8个景点
丽江 6天5夜 跟团游,8人内小团?花语牧场网红S湾|洱海双廊|玉龙雪山登顶6日丽江泸沽湖大理昆明+机票,26,2820380007,3866,https://touch.dujia.qunar.com/p/item/2820380007?date=2023-12-15&amp;tuId=PID2820380007G3239183288&amp;order_source=tts_tuan,请在当天17:00之前预订,"云南,昆明,大理,丽江,香格里拉,玉龙雪山,香格里拉藏民家访,冰川公园,香格里拉虎跳峡,迪庆,洱海,丽江古城,大理古城",汽车去,汽车去,云南雨点旅行社有限公司,途观旅行,2晚经济型住宿; 3晚舒适型住宿,空
大理 5天4夜 跟团游,云南大理丽江5日4晚私家团?独立用车?住高端品牌酒店-铂尔曼/希尔顿/悦榕庄+机票,3,3887600758,7442,https://touch.dujia.qunar.com/p/item/3887600758?date=2024-01-01&amp;tuId=PID3887600758G2386820085&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,玉龙雪山,印象丽江,蓝月谷,丽江古城,四方街,崇圣寺三塔,大理古城,洋人街,洱海,南诏风情岛,冰川公园,双廊",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,4晚豪华型住宿,全程游览10个景点
大理 5天4夜 跟团游,云南丽江+大理5天4晚私家团?全程独立用车?住五钻酒店+大理进丽江出?蜜月游+机票,1,4043349986,5584,https://touch.dujia.qunar.com/p/item/4043349986?date=2024-01-01&amp;tuId=PID4043349986G4280143152&amp;order_source=tts_tuan,建议至少在前2天的18:00分前预订,"云南,丽江,大理,玉龙雪山,印象丽江,蓝月谷,丽江古城,四方街,崇圣寺三塔,大理古城,洋人街,洱海,南诏风情岛,冰川公园,双廊,花语牧场,束河",自理去,自理去,云南安途国际旅行社有限公司,云南安途国旅,4晚豪华型住宿,全程游览11个景点
黔南 6天5夜 跟团游,12人小团|2+1头等舱+五钻酒店+贵州纯玩黄果树瀑布+梵净山+西江千户苗寨+小七孔六天五晚跟团游+机票,27,1217612391,4151,https://touch.dujia.qunar.com/p/item/1217612391?date=2023-12-10&amp;tuId=PID1217612391G2703593401&amp;order_source=tts_tuan,建议至少在前1天的18:00分前预订,"贵阳,安顺,荔波县,黔东南,黄果树大瀑布,陡坡塘瀑布,天星桥,小七孔风景区,水上森林,西江千户苗寨,梵净山,铜仁,镇远",自理去,自理去,桂林市漓悠悠国际旅行社有限公司,漓悠悠国际旅游,1晚高档型住宿; 4晚豪华型住宿,全程游览10个景点
大理 7天6夜 跟团游,蜜月轻奢私人定制7日游|豪华五星住宿|直达丽江玉龙雪山香格里拉大理|放飞旅行+机票,0,1949110894,13220,https://touch.dujia.qunar.com/p/item/1949110894?date=2023-12-11&amp;tuId=PID1949110894G3286046240&amp;order_source=tts_tuan,建议至少在前1天的21:59分前预订,"昆明,丽江,拉市海湿地公园,大理古城,丽江古城,丽江茶马古镇,香格里拉,香格里拉虎跳峡,迪庆,香格里拉市,玉龙雪山,大理,普达措国家森林公园,丽江千古情,洱海",汽车去,汽车去,云南雨点旅行社有限公司,途观旅行,6晚豪华型住宿,空
丽江 5天4夜 跟团游,精致小团|丽江玉龙雪山香格里拉5日醉美蓝月谷|醉美普达措|藏民篝火晚会+机票,3,1042600278,3430,https://touch.dujia.qunar.com/p/item/1042600278?date=2024-03-01&amp;tuId=PID1042600278G3305832921&amp;order_source=tts_tuan,请在当天20:59之前预订,"丽江,拉市海湿地公园,丽江古城,丽江茶马古镇,香格里拉,香格里拉虎跳峡,迪庆,玉龙雪山,大理,昆明,云南,蓝月谷,普达措国家森林公园",汽车去,汽车去,云南雨点旅行社有限公司,途观旅行,4晚舒适型住宿,空
丽江 5天4夜 跟团游,登冰川大索道|醉美蓝月谷|氧气防寒服|吉普旅拍5日云南丽江玉龙雪山大理昆明+机票,31,1206352132,3061,https://touch.dujia.qunar.com/p/item/1206352132?date=2023-12-26&amp;tuId=PID1206352132G1648099983&amp;order_source=tts_tuan,请在当天12:59之前预订,"丽江,拉市海湿地公园,丽江古城,丽江茶马古镇,大理,昆明,丽水金沙,洱海,洱海游船,大理古城,云南",汽车去,汽车去,云南雨点旅行社有限公司,途观旅行,3晚经济型住宿; 1晚舒适型住宿,全程游览14个景点
丽江 6天5夜 跟团游,精致小团|登云杉坪索道|醉美普达措6日昆明丽江玉龙雪山香格里拉大理洱海+机票,0,718590362,2482,https://touch.dujia.qunar.com/p/item/718590362?date=2023-12-14&amp;tuId=PID718590362G2590312831&amp;order_source=tts_tuan,请在当天17:00之前预订,"丽江,拉市海湿地公园,大理古城,丽江古城,丽江茶马古镇,香格里拉虎跳峡,香格里拉,香格里拉市,大理,昆明,苍山感通索道,云南,洱海,普达措国家森林公园",汽车去,汽车去,云南雨点旅行社有限公司,途观旅行,4晚舒适型住宿,全程游览28个景点
